,a
40934144,294a6d607a62429610718bffc8da9387b8f28d98	SOSIDLE12A8C141F73	9
25047337,6b1cc099949247ee7411d0a66c8eb13d53049988	SOHGWFC12AB017F2E7	6
31680462,1e89e8879b30c0c51655ecbae544e7e875a77850	SOGFSNG12A58A77D8A	1
21534236,b1a95d83c33592587b25c8de0b06726ce6ae5544	SOLZSOH12AB0183EE3	1
36472578,8a50303284961d0a6b82331e6a5ca4d5fcc03770	SOHGMJH12AB0187130	4
31276792,121e10e4371351d0d1f55b594ebba74dfa227dd8	SOVHRUI12AB018309A	1
34124837,9f6de5a3a032efd5f280d5a9c2e592ddc406203c	SOEGIYH12A6D4FC0E3	18
38195152,32dc6777bdabb1b0d2a63a718b93b68b1a82f923	SOIJWHG12A8C134063	1
459385,36770e5a84b443247e667b52330c9ef6c748a6f7	SOZWVPW12B0B807718	1
42551407,5fa366407cff47a144a8926ab460ea4a85e8f583	SOQIFSM12A8C13A28C	2
22367481,a136c26f3a00aaa1db88f4d4d541b1f51a4f86f0	SOAJKBB12A6310E8F4	1
14918262,94c3c7de0c4335c5abfc956df20b40a9acfe776c	SOLFXKT12AB017E3E0	1
27756851,52e71c5c879bb72501c1f3c83ee605af793040e0	SOSFMNA12A8C13ABEB	6
37605808,3bfc52ce50e188cf55ae29f4cf35bc5af7272c1b	SOOMAVX12A81C21843	5
47835265,205e60ac5b48b4ab26f98c2fd5951fe6e5b129bc	SOPHQGK12A8C140E88	1
22076,6b015fe063d77e86c3b995fe1c18a2fdce9b8946	SOFEOVT12A58A78DF3	1
45446133,d1007db839a8d967af8d41202592241655dcd81e	SOWKUZM12A67AE0D37	1
12377197,d87954c14a4b743dccb1b14f3e08d7afe5c7023d	SOMTYRF12A6701CFDD	2
41882322,f3c6847d61fa630429c0392f6300af5fa851d3e4	SOJMUUU12A8C137A4F	4
45089945,8a0214680d6e6af3668877a80df4c59d00bcd13b	SOFWKCI12A8C13A22A	2
8159139,d58aed88a7e641ef54f6d2c6859dd640215061a6	SODNUXO12A8C144E0A	1
12301866,7ddf1b6e7619fe98b6dbdcd14c1d7b58ba32050c	SOWBESF12AF72AD9CF	1
17777071,fe37f7b09c6c6de12bf9ca3081bfe1a86ee66650	SOSYLXK12A8C13F738	1
26602319,b07e80f411c5f2c2a5d87f31cf4852587967fa08	SOOHAJS12AF729DC5B	9
33816328,3894afedaaf23be71e3f2df2bc5b9e9368bfcc28	SOMHLNG12A6D4F7D63	3
10040345,2f35d620f9a7f6179fbc0eaaadac5812fce13a8c	SOJYFST12A6D4F9DE8	1
5727621,69bab2a3e977f6e8af9fdaa19174b141fb3e3f90	SOCVGER12A6D4F781C	1
42904748,e95c606db718f8071f389a2cfdb08a960bdf72b2	SOCNPTC12A8C144911	1
25436076,14f8a5f97b496ec7ba99a9647775ab1db34fa204	SOQGORZ12A58A78096	4
32870781,52744e8caf372cf3782636910545ce94b981f31c	SOKWSYB12A8C14284F	1
35781043,2e4ab12c80aa98913bdbaf4f7962cb94da82447b	SOEQLOY12A8C13433F	1
29876145,bf59f95d9cc12c42e688cc8ef5bb75e3e5be1e60	SOWWOUZ12A8C142D50	1
20278774,c48bd05aa062c7a3b5287a5516a9af61d3b92d35	SOYUOVK12AB0185549	1
29117217,f10c518ba490a7dfd0df6a62db462926393b7652	SOZYUGZ12A8AE472AC	1
32536355,0c036d932b383385e4f0eb7cda9391ab98913899	SOSVNOS12AB01831D7	89
37717888,5bf5ac21d3e8d293bc601c01ef5d725e7bc174d3	SORGABU12A6D4F8CA1	1
7412080,3d996324cebb7d33deaba776fb05b7f36ef03f6d	SOQLFRX12A6D4F9200	6
34415845,60330a3bb49104886295262c9379457cf5be8556	SOVHIRW12A58A79279	1
43415823,cb55d26ee23065e6d589a8697fc146b09ba5e448	SOCFPWS12AF72AC287	3
27172886,9d1a6733cbeed6508f79a3e414a6a71b3b6dba13	SOLPVWS12A8C136B77	1
14465059,e41f64812e33fb300e3556917350c2d6703b7479	SOLKOUQ12AF72A6750	1
24456646,b462a073b4f6cd817b8d42c4ab79d793a66cc7f2	SOLJMKQ12A6D4F6DAE	12
4152467,69969946953d875b0f463907e1961ceeda551f20	SOEGZHD12A8C13BF3D	1
26662956,56dd53582df85cbadf74800dfa168411873edad4	SOSEXHN12A67ADEA29	1
46198621,ae29401f2821b5cfee971230a98e1f80367ba60a	SOSVAUK12A6D4F5FCB	3
13150989,2a2f776cbac6df64d6cb505e7e834e01684673b6	SOPFRYP12A58A79E3C	1
47363660,b591e463f00f3aec15367449fa978bf4939d07cf	SOIDDVK12A6701C53E	1
6902625,2a17299bc5b15f559c9e951c8da468a43b3866d3	SORJAAY12AB018A172	1
12176817,080796c1abca248a71f6f7d338067775bf91a84c	SOPNLBX12A8C1377D4	6
37989275,dcdd22cadb8931ad2510645b6f0acec0b98d6e4e	SOTQRPK12A67020473	1
34764997,ef320f3e6674f1932d882d6207ff51bd06ac139b	SOPKRHB12A8C13FFF4	3
39055964,66f8e9765c70025157ea829b8a83c1ba861723d4	SOBONKR12A58A7A7E0	20
46931233,40c66b2ce5546e39ec3f966f60a88aa7898d3af7	SOHNOOC12A8C13BF35	1
40074303,944533a2fb85de9d26f1d9448032845634b5955b	SOQKBIT12A6D4FA8BF	4
45756972,ddfd547d7d8b15b6c3e40d45375634af49e4a5b6	SOTWNDJ12A8C143984	3
4950289,c19b5da76004285048f654a501dae7065cc61682	SOMFNZA12A8C134614	1
22396837,7d34d9e6afa36f7837691e4222653f589fe40fb1	SOXAKFJ12AB0189621	1
48022475,87f65414896b1d0678cbf31284594f21c316d3f4	SOOAALH12A8C13C51A	1
6044239,599574ccb1da0bdbce0c1ea346a42ee7c9b9af73	SODEAWL12AB0187032	1
26139765,c980d28cae1647e39d6676bf80354b659e722dcc	SOWQAGH12A8151BD68	3
20543016,f20ebc62a24ff26140803a3d4e251c2c3323eac7	SODORHA12A6701E746	17
34893423,03c56c733d81dad1f0bba92ac91f02c63f7ff392	SOWXVAW12A8C1414FE	1
22085975,2f3cb1e1c4eb3a5a1c54abddf38ae0274581ed05	SONCCNV12A6310E997	1
22675327,68bcdfd37036d1e79aa7bda48dbc49cdae67992f	SOWCBKV12AC90732A6	7
6035276,cf90441ec4107ecace33929d14eed4155aeb514e	SOOVBIY12A8AE48E92	3
4861724,7871d62bbb89fa02b5409394c1db794097fb91ba	SOGMGAJ12AB017FFC8	1
33786581,7d947f37a09ecbc576e27af4b63934109c450c48	SOGPNGN12A8C143969	1
31349149,4296ceee8af1bd10601a402afcb0135ec8ebff53	SOXNZOW12AB017F756	2
10985532,f0adea35af015ae55aa4da07eb09371e86f376d3	SOTWREV12A6D4F912E	1
13725022,b13f9e6e379ba4767917d410c2a0f79d6a35f092	SOGUQXT12AB0188FFD	1
31753850,e7a6b43ec074b18ab4264e25bdf3c2ed28f604f2	SONBQUI12A6D4F7DB1	3
33961591,280d28dc81a386585eac1ff33af9bd441f9487fb	SODTPIA12A6701F9EF	1
34715905,58c9341119224161f9db776eff22113ae51d0240	SOLZINM12AB0187A0F	7
38192534,816b8767a3b4cccb1f5f21dbe74531da4e8f5153	SONNVZH12A8C13D9E5	5
34968490,c0bac78e784b291cf1ed987c60feb57b346b23f8	SOGQCTR12AAA15CF7D	2
20080589,4c5d83276dea9601caaffcf6c383a6540b8a9024	SOIQPKJ12AB017BA97	1
28353998,71754d6aee5a40204b6de53c171606527b64f0d0	SOEWEAB12A58A7BE4E	3
8223503,74c7fbfe16fdb415fd8ae9bf4a4e6f5adc20fab4	SONIJFN12A6D4F7A7A	4
36539923,e22cdf257e15665247e5139f3fda25b96a5edf30	SOEBOWM12AB017F279	2
3295884,40d6c8c4fdda10905ed50037b1b76db3341bf42f	SOTDNJP12A8C142472	2
47055455,ca4d26f0c671c642bd6454ec8cfeb2b9afb510a9	SOXMUFN12AB0186970	1
15000405,83feb9f681b74eae9c9309aabf66155efdd5bb98	SOPSPOF12AB0182636	1
16348199,f5a8f802ce197634c68e0a4f8981dfc50aff0f36	SOZBDVM12AB018B15F	1
13085886,4c9f2f802680b9430be04a21c698a43f3cb0bae9	SORMTDC12A8C13B7F2	2
25510164,26c62e207c9c80257fee204a843197096e0b6f33	SOIHUUT12AF72A2188	1
46767988,0843b0fce4e066aab7339363f8da1f158d88366e	SODAYSB12AB0180406	1
48087078,f1cc266d63b154d5b5007b2a24bcec700cffec76	SODSMZE12AAF3B37C3	1
26589330,48ad60505ecc0b5dde10c9837a72b825e6917861	SOYZKVX12A8C13A181	1
9860503,8d5dea48bac51e69cd2047b9301160c93922247d	SOGQNYF12AB0185865	1
29103836,22c1012c5f62fc2f4c052a6d71e67b43423256f8	SONECNW12AF72A350C	1
15003767,7251b65f2d83a4ae626ba77734a36fee74dcd0e5	SOFRZVX12A8C1428AA	1
47813752,50cb09c168b3a622e60d10ec552b84af44f5d415	SOSIIPD12A6D4F761F	1
1515951,046bf86dd2cd6049808a0728cf1011e2879980df	SOCWDYO12AB01820C6	1
18254013,4d1c3df76321fafae37558ed5d31237400aa5b92	SOGIPOB12A6701CC4A	1
15876342,4d042c9d21afac91260cf89b3b2a40914dba0e4d	SODSTSW12A8C132EBA	1
8718054,baccd1ab9864968142f28c0ca9578d0bfca8da70	SOOOMIM12AB0189051	5
33258226,a12db27bcc813444336ae30246b397852e49f585	SOQZYQH12A8AE468E5	1
43427440,e9c458a147e13113af0eaafb716d5b09877e94d1	SOWWCSH12A6310E9F8	1
13504132,93f709baa9964ffd553675fb0890abaae7504a52	SOOFYTN12A6D4F9B35	7
15489100,0f04d4d940ffea3e9f655fe1009426328aa15c2f	SOORQWE12AB017BA0F	1
27114260,7f3c29e7e668b957a79aa50aedbd3f3f4e444dae	SODOWQF12A81C2371B	3
8467031,363e0be6d38e643b7de12244b4e2d99e110343aa	SOXPFLM12A8AE48C50	4
40134958,a1e218849e2b39ee4b34c9cbd4116a61f0747f92	SOCIIJM12A8C140F25	1
31917109,6e3a21a44091a878eed828fcae694d825b763f11	SORHTBX12A58A80B46	1
35522767,46e10d302d3dff89c5f83b449859d767a26288df	SOKEFIT12A8AE45423	1
26557212,0915169b7fadc14c6b3c3bb11184e302b32949f5	SOVJEKI12A6D4F6570	2
42836139,9944339e7f935abb9130738d6b576508d2cce404	SOJLYEB12A6D4F9750	3
48200939,aab392416fd757d9f05f7ed31a72226cf284e62d	SOWPRDO12A8BEEEB45	1
29000503,e989e68774f9bbf45365fbdb9147863412448612	SOTEKMT12A67AD954E	3
11909115,4b0cf0cadfc4b430f39deb8da7a161df6debf6af	SOAQYCT12AB017F859	1
45527349,cb85ccfe73c6dd0705de4e6324423c80b3a9cde7	SOAFRYN12AAF3B1CB6	1
46407769,882fdc1dc5f44591255a3504515ada17951d83e3	SOXTCTT12A8C135FE9	1
29355986,5d62214fcaa6a9d09b78df03f6cde50496bf15ae	SOUSMXX12AB0185C24	1
46595398,b899922e3d7e8fb6a09fcaea0ec574f07b80c592	SOTQTRW12A58A7B996	1
39634101,fe1796a3bb3a1343420b54583778a7951fae1794	SONTSPX12A6D4FBB20	1
45749039,c018047bf8d21cccccc78d65f74e56cdb91fedae	SOEVDEP12AB017C486	1
21904824,efeac483069239c11896ee17d307d3f645e417e0	SONIQRE12AF72A2B02	2
38999223,c783c669616e2d4fd92ebe89554b07bdaae135fb	SOOLWEJ12AB0186DA4	1
9081543,79e64fef819abfaef23a57789e1ae1e23936887d	SOGOMEI12A67ADE989	1
27074691,7c00d20ce1301d00bc5244141e5f9763e147c613	SORALYQ12A8151BA99	2
41247059,b2740c1937a28741c062fea9640b2fe2721ae8a0	SODHOQK12AB0187106	1
33462228,74f0a90c06c6bdfc971942c9ebae1cbcfaa8a34e	SOTLEJS12A8C13C1E5	7
44927164,b36439052ae7fde19d704152f490d97f1446ac9d	SOUIQJG12A8AE45C2A	1
31366433,e2763c07461b4e9fa5a56ac836cccee3b23b3112	SOQNLHQ12A8C132815	1
16979649,e42ed011f44a1485982082efc9d4caae9b346709	SOLWOMR12A6D4F8AC3	3
13064865,b55534308f19652876cc4e2943548bf984292a11	SOXSDSB12A6701E01F	3
35255257,caef1f8e9ecb7fdb15579d0eef31c38185c0e16d	SOPURSF12AB0182F28	7
9992195,68dd604d7a63cb39df8c80d505ec7120bc53e7ed	SOHICUL12A6D4FA526	7
23595506,8d03de79e89d1174fa98033be3084f8cb7dc13dc	SOVYFUQ12AB018AE30	1
20956035,2365fb20d8314f6928baef95c798faccd9308b60	SONLLPD12A8C1386B2	1
19334391,3d3cd86b2d688a36166b8aef6c37e570288111ac	SOKMPDP12AB017BC0D	1
3425416,cb898dd4bdd03234c11a5d9475eba7352dcb39b8	SODGUAL12AB01873B0	1
19407930,523dc69ea17efad48ba236140399257fe1564b5f	SONPBBW12A8C13EB12	1
928261,65b230215cf045a24382273ffbcabc4d9a2abe6e	SOGVQTZ12A6D4FB490	1
3368881,62adb9e0b97fad19a823b3e21d190f90fa2ca06c	SORPYJP12A6D4F9EE6	2
10772656,c2efddff17f5024408aee04cf2267a1bf842f8f0	SOFNOHE12A8C13663B	1
40910748,69b4b8047e21bc29ec80a73c424b0a52f5585d95	SOHHJTA12A8C141725	1
1575710,43b4de2ddd6137d946a856fac49e211f6b7973bf	SOGUXIU12AB0187110	1
47242406,3594f1513061af51eb8097d47e018360d957ce83	SOROHAU12A67ADBCE0	2
14898675,6f72ae50f6ff882e05876d9631238ab21df52648	SOXUQFV12A6310D8AC	4
45520445,5538e8f0050a0874cb28cbb1a50d4a9b0050477b	SOFBJKN12A8C13C013	4
5614969,463528acafa92182149edaa6f21778272e09f042	SOKPYML12A8C13CA2E	1
36906588,b4072be2891ebd1bc02a4bf0275293fc09eaa87c	SOETHKN12AF72A65A6	1
11128709,453db4e54ff7ccaa360cd2c009cff637216712ac	SONZAKQ12A58A796E3	2
21207128,2b69d534975cf2708f9cf3e275d67ba7cf06ab3a	SOVRZIX12AAF3B2A32	1
24003472,7f746af3fa96bd214403996d24f0a6ffa646428d	SOMFTDQ12A58A7F989	3
1251292,2b5d5df8aad9893704314458e37640c4bc973748	SOLAQUR12A6D4F6779	2
33181715,c8cd2f0c13a7473f876187a5e579dd89cad0b1b7	SOVEHCC12A58A7B0CD	1
45221313,f29745f8d22613dc58df9799bad7ed8e9a928e74	SOVMANN12A58A7C69C	2
24705151,881ed2f44fec9fd9a4dee3d102ea43e0be351c21	SOEHBCX12AB0181B89	1
2275588,350ed4d29c356d78d2e152a63afdb58bc5acacae	SOAYETG12A67ADA751	5
17806690,bed4337ed5ec3f0e6bc195755847e5fcef35c5c3	SOPGCXT12A8C138AD1	1
1353214,389b5e3ae38b3b02cf791b909492a8f7fd5fb59a	SOEHMKZ12A58A7DF45	1
244195,b4ab31fa7ddeafbe11718d23edf36090e8aa64b5	SOHXSEH12A67020A2D	2
27711002,a806ba0da523c1cf34bea33219367873c65bac95	SOCSLLY12AF72A297F	1
24344617,1b9b1c07ff198beb8a901853f325188ba4e92eb1	SOKPBQS12AF72A0D53	1
42786495,e0ded535ee72881673de360a1b111ed2fa8f8dcb	SOCNLEI12A67021565	2
37494716,00ad9ec2bca59b345545e00b313cde38b505a6a9	SOQNYWJ12A6D4FB48D	1
21151682,e744528566286cf6fbb40bd66364b1b00090ffc7	SOVWBYM12A6D4F8A22	1
24646019,88c43f57828829e097151d893f48c01e133feaa7	SOCQOZB12AB0185685	5
35852114,d19732b908a11ea2d98cef697b4e8030b8b939de	SODASIJ12A6D4F5D89	6
41096351,7548f34224b77800439de0b79d7d456fe5de5600	SOYFWVK12A8C140D12	1
37557391,85fa6ac7327104fe8abd61f39f8e0ac8471bcc20	SODRRNF12A8C13938D	1
44004879,41e4548ad00954404473a23a0279decdf926e6de	SOHMKDM12A6D4F64F2	1
17180774,223bcc7f8fdaef88d5c0801bfc0012d2c365665e	SOPXLRQ12A6D4F9BBB	1
21772732,5a9fd0efb56c12e8f30346d98c71dc164115da9b	SOMEUED12A6701DBEA	3
17718159,948f6bde9cec17ec16b55ecf9e6cd4003a4d3cfa	SOVYMZI12A58A7A5EB	1
15087309,94008d27dc808424c5a86837133b4042fb2c3f7f	SOFHJIV12A6D4F7569	1
20976813,1802f1736edf1a30fdf97fdde7bc40deced7a875	SOPBTEN12AB018963C	1
45589588,c9f1ff24a6ec0bb91c0665aa371b60fd3754fae8	SOBONKR12A58A7A7E0	2
15548662,7c06d77e46d5556d9dace68708b3c2480a057aec	SOVRWCJ12A8C132260	5
20237810,a68b40a127ae26a8284ebd655d9539bc544286f2	SOHECZT12A6D4FAFE0	1
19673822,c07d74f221eda4937c9e56cae8d631cf07ae3aa2	SOCREPA12A67ADD15E	13
24987922,fb1a7f6c0a8524ee393c7945401503bcc3b3afed	SOUVTSM12AC468F6A7	1
37631239,510e73df61a3369c4813ea232c8c70d15e03587b	SOYZJPR12A6D4FB3C6	3
35865983,463acdf200e9036ddad26c6d0ebfdb8d9614bd24	SOFVZXF12AB017D6D8	1
5228450,5c543f463c3a675a92a40af073d534ea8a535a85	SORFDRA12AB018FD41	1
2031536,ecdd83443675f0fceb3d2f0c54270559edbee725	SOQLRGQ12A8C13DB9F	1
27803890,6ee571f4b7e5ae7a0e2c776d29f278cae7f4bb08	SOPDMDM12A8C132ABD	5
24615820,9fc1dd202cd63ee9307552b8da07420c8a1f7a41	SOPMVRA12AB01872D6	2
3199347,eacba614a304c1dbea1777fe9891465270b2e5a3	SOGDKHA12AB018260B	5
5688399,49cad23bbc39d3f1a6a9645ce98cc6d3eace60c6	SOYEJQY12AB018696B	57
32652120,63de2af678a312154fe75b6e748cae35f74ceaa8	SOGUAMJ12A58A7F63B	1
33623151,bdfe8f532c4ce8fc7c913feea1d04ff6c8c8ddc7	SOLTZKT12AB0185169	2
44110433,dda80cf46af5ca7f9b19f4047daf5f425b430777	SOQNWDQ12AB01867F2	4
2821375,93179df720d0c75094ee7d6a63e937a11d5e6231	SOPVJNI12A81C219B9	1
20723842,d7955d1908fcebd5ea5c98f5f12034ebbd4cab9e	SOSKEYG12A8C13A297	8
35029276,d51d41c6757c59b0efd497443bf411dcb93c5e31	SODAGSR12AB01855DF	1
9448288,5b0b904ffb6656aa8d2eee48259b0ef792708a60	SOFXTGJ12AB018EA9A	1
38340478,a020fbaee91fc8a95b7c3d10512d2267fa03bea2	SOJPPLO12A6310D89A	1
9255380,49868d2eeb8eacd42ca04956b8f1012c3de01457	SOHYYVI12A6D4F98A6	1
11834584,34c01c2ac930b2095abb338409353779289b93a1	SOWYIEA12AB0183F28	10
31729502,27993007975742c8e556e272c7e08bc9ac4b90a3	SOAWIYZ12A8C13BC51	1
6613582,7c3731197e9a375e70689546b23b675578a314de	SOWHRPQ12A6D4FA3DC	1
27989144,8d8ae10890c010d3eafc0b216b1fbb69a2f13d09	SOJFKLH12A6D4F9323	1
15049318,875c3ad63c8784dd6f6bd0d87e1bc1132ebc1327	SOZOXNO12A6D4F8CFD	2
18912974,5d0998f75da39f1892e23b42f47a632d453f98e9	SOQTHZW12A8C1400F8	1
6499774,b04160a928e5c3bdcaa5af19b1b60688e14ca875	SOMJRWO12A8C140A6F	1
37472928,4ea4ef23853df11d4321bc458471a7b42aeb54cf	SODGZBS12A8C131429	5
33563714,f00725ddbddd521dd2e03d5e61e91c0343efcb6d	SOBGYNC12A6D4FBFAD	2
41523902,6b595d3f0d0d1ab30326f377a219055c13d65f12	SOEUDBC12A8C140BEA	1
9890963,f6c36aed7f2bfb17abfc56cc7a9a39b7bba57de8	SOUSMXX12AB0185C24	1
11531668,48681dcb8ba4632ecceed79d0483903e6368a5e7	SOPAYPV12AB017DB0C	1
37495891,f6dbac64e55a73218700ef948e1f662183cda33a	SOKOTYF12A8C13F2E7	1
17229578,b11b99e7b0bc5ca8c266cfc39416222129fb1c25	SOTSPVI12A6D4FA446	2
18318575,9b668733e4b58d060934b954aa62f554c4a665de	SOLFXKT12AB017E3E0	5
45759425,ad71f69e224f932f317f30cd7d861d8605c20d02	SOETHKN12AF72A65A6	1
125953,43c6db7ff4608324722a10cc95bd1c5c69ab7952	SOAONVU12A6D4F4759	1
29909633,9b4e6fbf6507c4456df5b7effc629924217a5844	SOJVPDY12AF72A1B04	3
28916341,3a0c3000f17a6af7e52f3a0bbe686220d572b394	SOVVJEU12A8C133F33	1
35582538,d13828a884cfa5ce3f3b687ec5be5478ac1b0b81	SOGZXFU12AB018B14F	1
15039839,e2c347fcbe447aad37c118afd5db0a70ec60f0a0	SOUUIRO12A6D4FB4CB	1
33292705,041774c3780d7e2f518149bb6342a2eb9bda5abf	SOUGBOB12AB01807CC	1
22939819,f901b4ee47acbca7fca16bb745bce8abad574770	SOWSADH12A6D4F3C8F	1
19034792,07e5510419e909df5143543d8415578a0554182b	SOQYMNH12A8C137AA0	1
16924631,72eb6b29facdf679aa6e3711de33ba5047314cc0	SOKKOJN12A6D4FA8E0	1
4475227,fa37577b0f3c42f4936debf2db5d9880c9317bae	SOLYLAI12AB0181A09	1
34013207,003825c498bfb68a44012b093039d1f935e5ac82	SOXPXDD12A8AE47DE7	3
34392966,3b1d2a6c5dbc2613f00ad600f007070b1fac0291	SOUAKMW12A8C130F8C	1
38563805,877e8cf32fbacce13aea6d46321f2da15778ae01	SOTCMDJ12A6D4F8528	1
30907229,7f147d35c6761f56f9aba1265c3604747c95a898	SOJJTBR12A6D4FB2B3	1
8319014,c63cfd0b51e82a46b5f99e1c50662bf53960b181	SOTHABI12A58A7DACB	1
4750194,a9e19624ef7303ce0868159c219dae95882478cb	SOLVCOL12A8C13B9EB	2
10946405,0e6e5c1c84d3fc926fdfc855892fca878664f887	SOYYIXT12A8C13C1D6	3
18655940,b3305299c53519d5b974c8e69895e4d3a6063450	SONTYCN12A8C13D37C	1
37166681,00b943107aaf1c5382a4c3f17d17e6a4c5b92bae	SOUJVIT12A8C1451C1	2
25933942,570b6adb2e578325e9e02930c571bd11137adf17	SOLMIUU12A58A79C99	1
44617324,3c33738d4f778473425951c5371c45e9be6351ad	SOHXKKN12A8151DCDF	1
17375368,7f38d84c09a4027602582056926075848eb99322	SODFAPB12AF72A34F4	18
29439209,26745d091839082f3f58ac2e4072251408e2a479	SOEFMBI12A6D4FA064	6
8718710,ea8a8a12d63600e2fb57a5785bafe302fb541bd9	SODUHAW12A58A771D0	2
42486921,19ce43bdd61c03175f45be875444025e7399e35d	SOLWRZI12A6D4FC4F0	1
25878755,4ac2a0a7b01b6fdf68be39fa0f0d661009cbf16c	SOLZEED12A6D4FA8C9	1
17475449,a829c4450d193d9e98f2ff9f4cb9d441e556a8c0	SOSFJTW12A8C13311E	1
8492303,09c21548c3d34d381b17c864fdbc80b4ac3db40d	SOEPEZN12A58A7F7B8	3
47788036,1fa18b4b1302375ec35404dc043435048f6b7031	SOLQZNE12A58A79B6F	17
22603076,6ba075a9e962177bae0416168838516ab7385c02	SONXRRQ12AB01817DA	1
13005197,675c566f63ccdfd28c4151ec03d88b5e17135850	SOZBZFF12A6310F12D	1
21946303,f7e6fcaba6d5a8949ae367dbf5b7daa4b2e139b4	SOORQWE12AB017BA0F	1
47119059,749c50ff706c7fd2f91dfac78da16546d4a8ee6a	SOEKVCJ12AB0185E18	1
15370973,6f31491f8aaad196f4038add371586993d114275	SOREHTB12AB018601A	1
33865721,90fd5c978b8688be27a25b7cd2ec5f268b2bb940	SOUWEJS12AB01868A4	1
35806988,d9a0af100ad17281b1005d99de2a1867fa8d9341	SODDLDS12A6701FD26	10
37990752,9dde41209bf3385bb68c583c733bf85bf0478e1f	SOXFHRX12A8C133465	1
30327475,0ca5ece50aa7fc7b2603bd80db1839384fcf1860	SOTYAZQ12A8C140FDE	1
20297996,2ed355a0f6d72f0ec575527627cdff552548d916	SOVYCMR12A67ADA787	1
25588634,35164e884de868e82abcd5414c147060067956f6	SORJYJL12A81C22448	1
39814982,a2253f416148db8488bd2e00fe5c92305eeae6b8	SOLQKDT12AB017CA5B	1
10190874,bfb86aca69d9a0dadaa66f0587104e096205ec1d	SOIICMD12AB017D24F	6
13902705,4f8ef4a2a5100f01958a28e79a8d8ac1811a3d1f	SONQKTW12A8AE46254	1
32815019,ec241eba2720bb591ce86e2b1c07231b1fe603b6	SOCIFQD12AB0187C1A	3
378619,e0f2c14796dba01627cddd95307b23af9afcea79	SOPVQLJ12A67AE2281	1
37252421,6d2f3070331597ffc626a6fc0c93b997b7e9870b	SOBONKR12A58A7A7E0	5
13817169,fef8e545b872d676a78e9fee191eea6e2cfb29c7	SOTFGZG12A8C13CFB2	1
15303631,b113ea57776d2662ed95f65527ee81e4ed05a513	SOBAPYB12A6D4F89B4	1
25084726,f2cb5ed27a1c39aed933750cc2e87a44f133c938	SOIUAZG12AB0188AFE	1
45676220,72a3c392abd9567206eae498c8a73ff4893b38fd	SOSNYHM12A67ADAFC8	1
29684100,4ebef8523a70aefb7d7bff1e13ec76a0adc586ec	SOCFPSZ12A6D4FCA89	3
13168494,ff1a8a96f29df42b10e00882a5f70a2239c541bb	SOCIRSL12A81C206EF	2
26395100,3310a229fcc915f4f47207e12f4775ccbd4f00c7	SOUUPBB12A8C13C0D1	7
35587169,8464b796ed38342a33bdc8115bd8f1dd5c961b7e	SOMBBMR12A8AE47FEA	1
1261006,0ab4d56395fe79161179a8d7838c106f42d61d9a	SOXYDYD12AC95F05AB	2
19787463,e91584fa14e25580abec0a176dd04db971a55c8d	SOENEXW12A8C13AC5C	1
22430962,6db47655c7d8cba1795144c79f0da402caa4ef48	SOAUWYT12A81C206F1	2
31837328,77e70953ed3ed363873f7109be3aa717e3e75f37	SOTXUCR12A58A7C415	2
35842494,8aaeccc9398a17d273813942efd5abd7d6726131	SOAUEFP12A8C142241	1
44021176,ea0220e526e94e0df28a05b4ebebe80b2839c926	SOCGGTW12A6D4F422D	1
35556081,9ff36bcf10b2af0f02183620232b76656b8b87f9	SOPAMBW12A67ADD2E7	6
46476602,2a430792490189d9af777b5ec7e1f32634ab1f7f	SOQVACM12AF72A48D9	2
34218469,d1a9c8a5bf9a4fac2b47790792acdc8a0695d33c	SOPFRUM12A6D4F75A0	1
44006349,ba2baa710c64d48d58f55472009dae613253e927	SOZYSDT12A8C13BFD7	4
12154679,d7af8bb09a0af3e985a236521000aca769fb9895	SOUVLRM12A8C141A0E	1
5011163,c719361ff198caeaca47b46b6e594aeacf203649	SOPLTGV12A6701E2F4	1
36174483,bd0928608d17e291c0a4b3d3727819e5b324ae35	SOUOHNG12A58A7D14F	2
14316292,de01988ce847f22a9d8901bb78e6ffe467c1ce32	SOWRTJD12A8C132704	5
30375182,f2dfc2f73a95c6ee109149bfd14de313291e69bf	SOFJHSE12AB017E6A9	1
5791411,b6635a12f056e9dc7e4bc44a3b009a94d84055b0	SOOGAPF12A58A7AF90	2
47581091,a17916b5edaf971df10ad0c06f793d2e25c05784	SORYLMG12A8C1339F9	5
38348290,97367a808408720442cf42d58f90392bc3f60cbd	SOFLNVT12A8C13A2E4	1
11244359,20ad98ab543da9ec41c6ac3b6354c5ab3ca6bc5e	SOCGCJU12A6D4F51F3	1
42717021,9eb42414a819a83af97827732e8a2623e6f253ef	SOJNTIT12A6D4F88A9	7
38976584,df86336a9a6dde0d79d60dda14920ce2eb0392eb	SOFFVTO12AB0188C4E	2
36944692,85fbb636715a20ceac073637f4b2c6b1d1359a39	SOYDTIW12A67ADAFC9	1
30838016,2512a3b507a0d6f410b1f7833ad2b989e7234962	SOIDEPI12A6D4F98D2	8
36177688,b439c51310a8603d28af6520c5589dce0c49f9c2	SOYZNYC12A8AE46BB8	1
42485077,4555f0ea35a11ef7a80247da21737a12259ab1e6	SOXOZIX12AF72A4EA0	1
47260329,bdc8d3e9b4cdef60422f1d6f27db79f3a9757666	SOTALMJ12A67AE1418	1
